Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21973_2#23,"Scaffold: Velvet + Improvement",6395091,31,206293.26,935105,563664,5,455256,6,307285,8,245954,10,143022,14,308,31,1059,1871468,1866559,4909,1871468,,282591668,281850409,278731208,151,151,35.7,478.4,87.7
21973_2#24,"Scaffold: Velvet + Improvement",6399040,27,237001.48,844939,574884,5,548284,6,470026,7,351886,9,173988,11,314,27,930,2213144,2207311,5833,2213144,,334184744,333303961,329470869,151,151,35.6,499.7,83.9
21973_2#25,"Scaffold: Velvet + Improvement",6398170,23,278181.30,951759,778035,4,587043,5,553989,6,412237,8,251818,10,315,23,774,2421194,2415663,5531,2421194,,365600294,364765113,360925809,151,151,35.8,490.5,85.6
21973_2#27,"Scaffold: Velvet + Improvement",6393574,30,213119.13,837802,454011,6,452145,7,413367,8,224526,11,136057,14,305,30,903,1776092,1771386,4706,1776092,,268189892,267479286,264404201,151,151,35.7,490.1,85.8
21973_2#28,"Scaffold: Velvet + Improvement",6395158,28,228398.50,900358,523597,5,452173,6,448188,7,307364,9,181503,12,314,28,184,1874170,1869419,4751,1874170,,282999670,282282269,279465000,151,151,35.8,485.1,83.5
21973_2#29,"Scaffold: Velvet + Improvement",6395869,29,220547.21,837564,515042,5,451871,7,417168,8,353940,10,251810,12,305,29,65,1937760,1933243,4517,1937760,,292601760,291919693,288958987,151,151,35.9,480.6,87.6
21973_2#30,"Scaffold: Velvet + Improvement",6392609,34,188017.91,837648,489416,5,418693,7,408470,8,251810,11,181221,14,305,34,609,1961546,1956656,4890,1961546,,296193446,295455056,292691822,151,151,35.9,476.1,83.3
21973_2#31,"Scaffold: Velvet + Improvement",6396581,31,206341.32,837470,544616,5,489429,6,408680,8,353196,9,181591,12,305,31,152,2159480,2154581,4899,2159480,,326081480,325341731,322121400,151,151,35.9,481.3,83.7
21973_2#32,"Scaffold: Velvet + Improvement",6394290,32,199821.56,836251,452009,6,448027,7,353196,9,256984,11,230623,13,314,32,230,1993342,1987172,6170,1993342,,300994642,300062972,296351085,151,151,35.5,508.2,90.4
21973_2#33,"Scaffold: Velvet + Improvement",6395141,26,245966.96,1467999,545706,4,517653,5,452329,7,408343,8,251862,10,305,26,51,2911242,2903947,7295,2911242,,439597542,438495997,433508477,151,151,35.6,501.8,85.9
21973_2#34,"Scaffold: Velvet + Improvement",6396302,27,236900.07,844725,546509,5,515235,6,453141,7,307398,9,246253,11,305,27,510,2552242,2545896,6346,2552242,,385388542,384430296,380425371,151,151,35.8,490.1,86.3
21973_2#35,"Scaffold: Velvet + Improvement",6395382,30,213179.40,837468,452166,6,448087,7,307526,9,265711,11,181503,14,305,30,886,1989518,1984203,5315,1989518,,300417218,299614653,296186441,151,151,35.7,500.1,90.7
21973_2#36,"Scaffold: Velvet + Improvement",6395650,34,188107.35,837408,544509,5,452933,6,412226,8,372139,9,181171,12,308,34,317,1963356,1958723,4633,1963356,,296466756,295767173,292739873,151,151,35.8,490.3,86.1
21973_2#37,"Scaffold: Velvet + Improvement",6397181,28,228470.75,1337349,837408,3,518144,5,452284,6,412264,7,251810,9,305,28,199,2013684,2008394,5290,2013684,,304066284,303267494,299910755,151,151,35.7,502.6,87.2
21973_2#38,"Scaffold: Velvet + Improvement",6399078,31,206421.87,926637,490105,5,452071,6,435082,7,343946,9,181507,12,314,31,186,2473566,2468198,5368,2473566,,373508466,372697898,369207745,151,151,36.0,477.8,82.8
21973_2#39,"Scaffold: Velvet + Improvement",6401073,27,237076.78,926521,704700,4,614756,5,478459,7,452030,8,412164,9,308,27,424,2676426,2670047,6379,2676426,,404140326,403177097,399028510,151,151,35.8,485.8,91.3
21973_2#40,"Scaffold: Velvet + Improvement",6397089,28,228467.46,837466,517631,5,480561,6,410867,8,353196,9,245705,12,305,28,20,2180064,2174686,5378,2180064,,329189664,328377586,324811720,151,151,35.7,504.6,82.4
21973_2#41,"Scaffold: Velvet + Improvement",6392805,31,206219.52,838589,418877,6,374604,8,372042,9,272654,11,181503,14,305,31,0,2229514,2224286,5228,2229514,,336656614,335867186,332525631,151,151,35.8,482.3,84.3
21973_2#42,"Scaffold: Velvet + Improvement",6396393,32,199887.28,837495,455672,6,408632,7,268793,9,232767,12,181191,15,308,32,309,1799488,1795395,4093,1799488,,271722688,271104645,268329272,151,151,35.8,493.9,84.6
21973_2#43,"Scaffold: Velvet + Improvement",6396367,35,182753.34,838041,451862,6,408971,7,299606,9,251810,11,170697,14,305,35,127,1687162,1682352,4810,1687162,,254761462,254035152,251123015,151,151,35.6,504.9,88.3
21973_2#44,"Scaffold: Velvet + Improvement",6397541,30,213251.37,1183500,705667,4,586917,5,478177,6,448373,8,353228,9,305,30,1013,1769766,1765575,4191,1769766,,267234666,266601825,264091716,151,151,36.0,476.9,83.1
21973_2#45,"Scaffold: Velvet + Improvement",6393165,32,199786.41,1090375,449640,5,353468,7,272684,9,160138,12,106500,17,353,32,372,1752974,1748600,4374,1752974,,264699074,264038600,261194485,151,151,35.8,495.5,82.4
21973_2#46,"Scaffold: Velvet + Improvement",6394573,24,266440.54,1724766,546521,4,419016,5,372666,7,307406,9,251256,11,308,24,1154,1722358,1717429,4929,1722358,,260076058,259331779,256478205,151,151,35.7,492.0,83.5
21973_2#47,"Scaffold: Velvet + Improvement",6395113,34,188091.56,837408,490871,6,489327,7,478212,8,264608,10,159875,13,314,34,0,2127506,2122312,5194,2127506,,321253406,320469112,317450984,151,151,36.0,477.5,82.4
21973_2#48,"Scaffold: Velvet + Improvement",6394759,33,193780.58,835876,558779,5,515150,6,416728,7,408536,9,251810,11,308,33,1329,1991776,1986144,5632,1991776,,300758176,299907744,296475913,151,151,35.7,492.4,86.1
21973_2#49,"Scaffold: Velvet + Improvement",6395269,33,193796.03,837393,412128,6,410952,7,307309,9,251810,11,182632,14,305,33,160,2158566,2152901,5665,2158566,,325943466,325088051,321541738,151,151,35.7,487.6,82.6
21973_2#50,"Scaffold: Velvet + Improvement",6394641,30,213154.70,838255,445960,6,412249,7,282941,9,230438,12,172762,15,305,30,74,2186330,2180902,5428,2186330,,330135830,329316202,325783948,151,151,35.8,493.2,87.3
21973_2#51,"Scaffold: Velvet + Improvement",6394607,31,206277.65,1298341,489607,4,468043,6,417819,7,351534,9,209108,11,314,31,1002,1812352,1807693,4659,1812352,,273665152,272961643,270056843,151,151,36.0,462.3,104.8
21973_2#52,"Scaffold: Velvet + Improvement",6490716,29,223817.79,837185,516059,5,478758,6,448200,8,410564,9,181503,12,305,29,454,1956716,1951931,4785,1956716,,295464116,294741581,291874244,151,151,36.2,452.7,102.7
21973_2#53,"Scaffold: Velvet + Improvement",6397242,31,206362.65,953057,489551,5,452272,7,446143,8,231392,10,181837,13,308,31,723,1883916,1879487,4429,1883916,,284471316,283802537,281019939,151,151,35.9,478.3,82.1
21973_2#54,"Scaffold: Velvet + Improvement",6395130,32,199847.81,837569,593291,5,553526,6,517614,7,408604,9,251810,11,305,32,57,2078762,2073478,5284,2078762,,313893062,313095178,310025914,151,151,35.9,475.5,87.7
21973_2#55,"Scaffold: Velvet + Improvement",6398519,26,246096.88,931861,778058,4,593378,5,412039,7,307528,8,182585,11,314,26,342,2423034,2417105,5929,2423034,,365878134,364982855,361430721,151,151,36.0,469.3,87.1
21973_2#56,"Scaffold: Velvet + Improvement",6395096,28,228396.29,1027578,547265,5,511099,6,413778,8,332081,9,181589,12,305,28,98,2233626,2226571,7055,2233626,,337277526,336212221,331817747,151,151,35.4,523.6,90.2
21973_2#57,"Scaffold: Velvet + Improvement",6396001,33,193818.21,836236,469910,5,413329,7,281034,9,266307,11,160142,14,314,33,22,2164162,2158223,5939,2164162,,326788462,325891673,322234935,151,151,35.7,491.1,86.2
21973_2#58,"Scaffold: Velvet + Improvement",6395932,25,255837.28,1013914,665902,4,593237,5,546505,6,307503,8,246163,10,307,25,1240,2022442,2017109,5333,2022442,,305388742,304583459,301224107,151,151,35.7,488.4,85.5
21973_2#59,"Scaffold: Velvet + Improvement",6397661,23,278159.17,1431776,546645,4,452034,6,431330,7,274205,9,231569,11,308,23,1,2168862,2162463,6399,2168862,,327498162,326531913,322620025,151,151,35.6,504.1,89.0
21973_2#60,"Scaffold: Velvet + Improvement",6397636,26,246062.92,838552,514861,5,471601,7,448060,8,431883,9,181511,12,366,26,408,2460460,2454237,6223,2460460,,371529460,370589787,366761399,151,151,35.9,481.2,82.5
21973_2#61,"Scaffold: Velvet + Improvement",6395590,23,278069.13,935109,770781,4,593237,5,452003,7,448201,8,251810,10,303,23,551,2074120,2064783,9337,2074120,,313192120,311782233,308303868,151,151,35.7,474.7,85.4
21973_2#62,"Scaffold: Velvet + Improvement",6394567,26,245944.88,1141316,532371,4,505855,5,477253,7,353196,8,272654,10,308,26,55,2200636,2194938,5698,2200636,,332296036,331435638,328102410,151,151,35.9,472.8,85.6
21973_2#63,"Scaffold: Velvet + Improvement",6393864,29,220478.07,904011,489760,5,412253,7,275684,8,251810,11,170424,14,305,29,449,2145140,2140211,4929,2145140,,323916140,323171861,320104730,151,151,36.0,470.2,81.5
21973_2#64,"Scaffold: Velvet + Improvement",6394202,30,213140.07,865148,489414,5,412342,7,408622,8,258723,11,240641,13,305,30,505,2201484,2196067,5417,2201484,,332424084,331606117,328217997,151,151,35.9,481.7,84.9
21973_2#65,"Scaffold: Velvet + Improvement",6395561,27,236872.63,837429,543323,5,504825,6,415350,8,394892,9,230449,11,305,27,324,2315786,2310029,5757,2315786,,349683686,348814379,345297081,151,151,35.9,481.2,85.5
21973_2#66,"Scaffold: Velvet + Improvement",6394006,31,206258.26,926679,553230,5,489552,6,489327,7,251810,9,230651,11,308,31,218,2109192,2103798,5394,2109192,,318487992,317673498,314695096,151,151,35.9,472.0,87.3
21973_2#67,"Scaffold: Velvet + Improvement",6394984,31,206289.81,837513,553091,5,515084,6,447930,8,408596,9,251823,11,305,31,429,2175866,2169441,6425,2175866,,328555766,327585591,323855090,151,151,35.6,499.5,85.9
21973_2#68,"Scaffold: Velvet + Improvement",6394990,33,193787.58,838547,504604,6,478216,7,411938,8,307538,10,251810,12,305,33,336,2067940,2062218,5722,2067940,,312258940,311394918,308396740,151,151,35.5,477.0,83.8
21973_2#69,"Scaffold: Velvet + Improvement",6399122,23,278222.70,1389090,559025,4,546450,5,452081,7,409023,8,231599,10,314,23,778,2206618,2201166,5452,2206618,,333199318,332376066,328974998,151,151,35.8,482.0,83.1
21973_2#70,"Scaffold: Velvet + Improvement",6391736,31,206185.03,1066963,477962,5,450588,6,353196,8,274210,10,131984,13,305,31,0,2366946,2362203,4743,2366946,,357408846,356692653,353519619,151,151,36.1,464.7,83.5
21973_2#71,"Scaffold: Velvet + Improvement",6394300,24,266429.17,770902,448312,6,417213,8,390283,9,307499,11,242994,14,305,24,130,2096990,2092164,4826,2096990,,316645490,315916764,312994334,151,151,36.1,467.2,82.0
21973_2#72,"Scaffold: Velvet + Improvement",6394626,28,228379.50,837206,518190,5,470398,6,412277,8,265523,10,181503,12,305,28,677,2002918,1997360,5558,2002918,,302440618,301601360,298499282,151,151,35.8,479.4,85.6
21973_2#73,"Scaffold: Velvet + Improvement",6397697,33,193869.61,837725,446153,6,430184,7,395406,9,358233,11,181504,13,305,33,1040,1916592,1906572,10020,1916592,,289405392,287892372,282753456,151,151,34.6,545.3,103.3
21973_2#74,"Scaffold: Velvet + Improvement",6396782,26,246030.08,1334347,553461,4,546505,5,452110,6,266307,8,216784,10,308,26,97,2041374,2036527,4847,2041374,,308247474,307515577,304510619,151,151,36.0,469.7,86.8
21973_2#75,"Scaffold: Velvet + Improvement",6396398,37,172875.62,837408,489399,5,413321,7,409108,8,264302,11,245789,13,305,37,195,2023858,2018442,5416,2023858,,305602558,304784742,301499460,151,151,35.8,485.8,85.4
21973_2#76,"Scaffold: Velvet + Improvement",6394867,26,245956.42,1514949,489461,4,489187,5,470073,6,303664,8,172762,10,314,26,406,2062364,2057047,5317,2062364,,311416964,310614097,307270672,151,151,35.7,494.0,83.0
21973_2#77,"Scaffold: Velvet + Improvement",6393413,35,182668.94,838548,446097,5,412134,7,353196,8,230433,11,131984,14,305,35,125,1933558,1928923,4635,1933558,,291967258,291267373,288454540,151,151,35.9,473.8,85.7
21973_2#78,"Scaffold: Velvet + Improvement",6396139,29,220556.52,1118821,701732,4,593237,5,517663,6,353196,8,181569,10,305,29,673,2210764,2205922,4842,2210764,,333825364,333094222,330129289,151,151,36.1,463.5,82.5
21973_2#79,"Scaffold: Velvet + Improvement",6394941,30,213164.70,837408,518038,5,452003,7,448200,8,408567,10,230636,12,308,30,231,1981452,1976333,5119,1981452,,299199252,298426283,295570025,151,151,35.9,473.9,83.5
21973_2#80,"Scaffold: Velvet + Improvement",6394529,26,245943.42,842639,553534,5,526233,6,489327,7,408541,9,210550,11,308,26,72,2181498,2176294,5204,2181498,,329406198,328620394,325282195,151,151,35.7,476.2,80.3
21973_2#81,"Scaffold: Velvet + Improvement",6396969,37,172891.05,837408,417954,6,411946,7,351816,9,266307,11,172757,14,305,37,148,2452328,2446235,6093,2452328,,370301528,369381485,365771658,151,151,36.0,473.7,83.7
21973_2#82,"Scaffold: Velvet + Improvement",6395337,29,220528.86,837408,558431,5,517627,6,489732,7,408536,9,258690,11,305,29,239,2044030,2039154,4876,2044030,,308648530,307912254,305002105,151,151,35.9,474.7,85.2
21973_2#83,"Scaffold: Velvet + Improvement",6398273,33,193887.06,837115,478210,6,452123,7,412241,9,266307,11,251820,13,305,33,352,2034718,2029643,5075,2034718,,307242418,306476093,303309680,151,151,35.8,483.2,86.4
21973_2#84,"Scaffold: Velvet + Improvement",6396323,35,182752.09,837408,455971,6,412140,7,307638,9,251835,11,170892,14,305,35,0,2072322,2066957,5365,2072322,,312920622,312110507,309069361,151,151,35.9,482.1,88.0
21973_2#85,"Scaffold: Velvet + Improvement",6392582,32,199768.19,1251826,478033,5,451792,6,272556,8,241787,10,144681,14,305,32,297,1954242,1949491,4751,1954242,,295090542,294373141,291630999,151,151,35.9,483.6,82.5
21973_2#86,"Scaffold: Velvet + Improvement",6393542,38,168251.11,813542,448871,6,412250,7,275210,9,266307,12,172762,15,305,38,264,1887416,1882470,4946,1887416,,284999816,284252970,281169866,151,151,35.6,476.3,87.4
21973_2#87,"Scaffold: Velvet + Improvement",6393639,28,228344.25,919101,478090,5,452057,6,274210,8,266307,10,243045,13,305,28,0,2092164,2087892,4272,2092164,,315916764,315271692,312631220,151,151,36.2,453.7,78.9
21973_2#88,"Scaffold: Velvet + Improvement",6396333,36,177675.92,783982,544635,5,395135,7,323961,9,216914,11,161736,14,314,36,807,1874744,1869818,4926,1874744,,283086344,282342518,279767673,151,151,36.0,474.3,83.7
21973_2#89,"Scaffold: Velvet + Improvement",6396848,28,228458.86,1144229,637035,4,470374,6,455937,7,282324,9,172775,12,308,28,1090,1783602,1778878,4724,1783602,,269323902,268610578,266216847,151,151,36.0,465.6,85.9
21973_2#90,"Scaffold: Velvet + Improvement",6394257,25,255770.28,849026,523070,5,489428,6,453141,8,408609,9,231406,12,308,25,466,1922392,1916554,5838,1922392,,290281192,289399654,286112801,151,151,35.8,485.3,96.6
21973_2#91,"Scaffold: Velvet + Improvement",6394716,35,182706.17,1090459,396722,6,307564,7,272654,10,264608,12,169917,15,314,35,938,1951972,1945629,6343,1951972,,294747772,293789979,290543727,151,151,35.6,498.2,84.1
21973_2#92,"Scaffold: Velvet + Improvement",6396542,30,213218.07,837487,546420,5,517645,6,452003,7,408666,9,251810,11,305,30,1,2093650,2088702,4948,2093650,,316141150,315394002,312457388,151,151,36.0,470.5,84.8
21973_2#93,"Scaffold: Velvet + Improvement",6393734,29,220473.59,1250691,432413,5,307309,7,272554,9,251810,11,161014,15,305,29,92,2207572,2202861,4711,2207572,,333343372,332632011,329643505,151,151,36.3,444.5,93.6
21973_2#94,"Scaffold: Velvet + Improvement",6394857,33,193783.55,865068,478108,5,414050,7,281113,9,266307,11,242126,13,305,33,0,2023714,2018233,5481,2023714,,305580814,304753183,302196482,151,151,36.2,447.8,83.0
21973_2#95,"Scaffold: Velvet + Improvement",6394054,28,228359.07,984684,701709,4,553232,5,546497,6,307482,8,197337,11,314,28,1325,1820954,1815970,4984,1820954,,274964054,274211470,271915975,151,151,36.2,455.2,87.5
21973_2#96,"Scaffold: Velvet + Improvement",6395088,28,228396.00,1178197,488961,4,452272,6,365226,7,353040,9,172762,11,308,28,4,1929346,1926077,3269,1929346,,291331246,290837627,288378482,151,151,36.2,458.2,79.4
21973_2#97,"Scaffold: Velvet + Improvement",6394224,31,206265.29,837132,413214,6,361667,8,266811,10,230630,12,131984,16,308,31,67,2063208,2059183,4025,2063208,,311544408,310936633,308133007,151,151,36.2,449.0,85.1
21973_2#98,"Scaffold: Velvet + Improvement",6395528,32,199860.25,843282,546199,5,422569,6,348611,8,274217,10,171237,13,305,32,35,1929064,1925474,3590,1929064,,291288664,290746574,288322940,151,151,36.2,457.4,76.9
21973_2#99,"Scaffold: Velvet + Improvement",6393991,31,206257.77,790370,408571,6,334335,8,307789,10,251810,12,177077,15,307,31,321,2027406,2022410,4996,2027406,,306138306,305383910,302284164,151,151,35.8,484.2,84.8
21973_2#100,"Scaffold: Velvet + Improvement",6398066,37,172920.70,836169,515174,5,470138,6,451733,7,353035,9,182455,12,308,37,455,2033906,2030078,3828,2033906,,307119806,306541778,303898880,151,151,36.1,457.4,82.3
21973_2#101,"Scaffold: Velvet + Improvement",6392750,31,206217.74,970434,417669,6,412128,7,274206,9,256984,12,181503,15,305,31,0,2159240,2154178,5062,2159240,,326045240,325280878,322729068,151,151,36.2,455.2,77.9
21973_2#102,"Scaffold: Velvet + Improvement",6396502,32,199890.69,1709713,770777,3,593311,4,412039,6,266373,8,144478,11,305,32,536,2125924,2121956,3968,2125924,,321014524,320415356,317647183,151,151,36.1,464.2,78.7
21973_2#103,"Scaffold: Velvet + Improvement",6394037,33,193758.70,1049490,489436,5,450023,6,410861,8,251810,10,181609,13,305,33,928,1713302,1709315,3987,1713302,,258708602,258106565,255631984,151,151,35.9,476.3,89.7
21973_2#104,"Scaffold: Velvet + Improvement",6395063,38,168291.13,960210,489384,5,362888,7,285976,9,214905,11,131984,15,217,38,927,1683020,1678775,4245,1683020,,254136020,253495025,250673537,151,151,35.8,484.7,96.1
21973_2#105,"Scaffold: Velvet + Improvement",6392249,43,148656.95,837429,451563,6,274642,8,265922,10,212087,13,131984,16,314,43,1000,1659638,1655108,4530,1659638,,250605338,249921308,246988810,151,151,35.6,487.6,92.1
21973_2#106,"Scaffold: Velvet + Improvement",6396976,39,164025.03,836007,452003,6,408577,7,269994,10,251810,12,170613,15,305,39,217,1940890,1936380,4510,1940890,,293074390,292393380,289507387,151,151,35.9,472.2,84.5
21973_2#107,"Scaffold: Velvet + Improvement",6392612,24,266358.83,1327752,551819,4,517508,5,434715,7,353196,8,181741,11,329,24,589,2064294,2059389,4905,2064294,,311708394,310967739,307573203,151,151,35.8,489.2,93.3
21973_2#108,"Scaffold: Velvet + Improvement",6395845,32,199870.16,837408,489453,5,451991,7,351827,8,268895,10,172762,13,305,32,0,2122818,2118746,4072,2122818,,320545518,319930646,316697102,151,151,35.7,480.8,81.9
21973_2#109,"Scaffold: Velvet + Improvement",6396821,28,228457.89,968609,554010,5,546508,6,517631,7,504524,8,251832,10,308,28,90,2476386,2471936,4450,2476386,,373934286,373262336,370125974,151,151,36.1,462.4,76.3
21973_2#110,"Scaffold: Velvet + Improvement",6396853,24,266535.54,935245,755363,4,719384,5,560294,6,553808,7,251810,9,308,24,162,2214284,2210423,3861,2214284,,334356884,333773873,331149108,151,151,36.2,458.2,76.9
21973_2#111,"Scaffold: Velvet + Improvement",6395780,33,193811.52,838552,515061,5,411734,7,395321,8,185452,11,166352,14,305,33,153,2281182,2276220,4962,2281182,,344458482,343709220,340254696,151,151,35.8,490.8,82.2
21973_2#112,"Scaffold: Velvet + Improvement",6395651,29,220539.69,778656,452429,6,414006,8,412270,9,269931,11,212087,14,314,29,345,1915058,1911293,3765,1915058,,289173758,288605243,286077644,151,151,36.1,458.1,83.2
21973_2#113,"Scaffold: Velvet + Improvement",6393696,29,220472.28,1250891,477448,5,422283,6,275424,8,266307,10,136017,13,305,29,137,2117052,2112813,4239,2117052,,319674852,319034763,316151224,151,151,36.0,466.5,82.3
21973_2#114,"Scaffold: Velvet + Improvement",6396835,29,220580.52,836169,553280,5,546510,6,412266,8,264586,10,246139,12,308,29,615,2270762,2266079,4683,2270762,,342885062,342177929,338956855,151,151,35.9,473.9,78.2
21973_2#115,"Scaffold: Velvet + Improvement",6395549,29,220536.17,1191753,733107,4,594376,5,544622,6,301429,7,161422,10,308,29,149,2406790,2402435,4355,2406790,,363425290,362767685,359679378,151,151,36.1,469.7,82.2
21973_2#116,"Scaffold: Velvet + Improvement",6399902,34,188232.41,837119,523147,5,435041,6,421890,8,412130,9,251814,11,308,34,5,2469054,2464002,5052,2469054,,372827154,372064302,368252047,151,151,35.9,478.7,95.4
21973_2#117,"Scaffold: Velvet + Improvement",6397797,25,255911.88,837416,527296,5,505689,6,408754,8,268838,10,245763,12,314,25,1,2286768,2282570,4198,2286768,,345301968,344668070,341564742,151,151,36.0,453.2,82.2
21973_2#118,"Scaffold: Velvet + Improvement",6393310,31,206235.81,837428,516059,5,452284,7,412998,8,353196,10,251810,12,305,31,92,2369452,2365055,4397,2369452,,357787252,357123305,354099559,151,151,36.2,458.4,81.5
21973_2#119,"Scaffold: Velvet + Improvement",6391174,31,206166.90,1254887,343087,6,324130,8,272638,10,230298,12,135943,16,305,31,318,1705538,1702074,3464,1705538,,257536238,257013174,254676816,151,151,36.0,471.3,82.0
21973_2#120,"Scaffold: Velvet + Improvement",6392061,38,168212.13,837417,412229,6,408701,7,281038,9,251810,12,196082,14,308,38,942,2098980,2094839,4141,2098980,,316945980,316320689,313417088,151,151,36.0,466.5,82.4
21973_2#121,"Scaffold: Velvet + Improvement",6394414,32,199825.44,1251658,489793,5,272686,7,265078,9,212087,12,135972,15,305,32,0,2414154,2409609,4545,2414154,,364537254,363850959,360789816,151,151,36.1,467.4,80.5
21973_2#122,"Scaffold: Velvet + Improvement",6396567,37,172880.19,837309,470147,5,446144,7,412259,8,353074,10,217519,12,305,37,89,2259916,2255787,4129,2259916,,341247316,340623837,337623020,151,151,36.1,465.3,81.7
21973_2#123,"Scaffold: Velvet + Improvement",6395254,25,255810.16,837449,527965,5,470132,7,448107,8,353196,10,181586,12,305,25,171,2235740,2231462,4278,2235740,,337596740,336950762,334101299,151,151,36.0,467.2,81.5
21973_2#124,"Scaffold: Velvet + Improvement",6395622,30,213187.40,838548,517650,5,505591,6,395375,8,353196,9,172762,12,305,30,111,2108960,2104712,4248,2108960,,318452960,317811512,315044867,151,151,36.1,467.6,78.5
21973_2#125,"Scaffold: Velvet + Improvement",6394204,28,228364.43,838548,517529,5,452287,7,353196,8,299726,10,173986,13,305,28,23,2114198,2110009,4189,2114198,,319243898,318611359,315747766,151,151,36.0,465.2,82.2
21973_2#126,"Scaffold: Velvet + Improvement",6398841,26,246109.27,844618,594391,5,478170,6,421296,7,274512,9,243482,11,315,26,259,1971174,1967503,3671,1971174,,297647274,297092953,294552819,151,151,36.1,463.4,77.4
21973_2#127,"Scaffold: Velvet + Improvement",6393730,27,236804.81,900307,468275,5,418444,7,412414,8,236108,10,172762,13,314,27,254,1813564,1809759,3805,1813564,,273848164,273273609,270717122,151,151,35.9,479.4,81.1
21973_2#128,"Scaffold: Velvet + Improvement",6393117,32,199784.91,837408,452284,6,274210,8,266655,10,215756,13,135958,16,305,32,986,1804884,1801155,3729,1804884,,272537484,271974405,269494574,151,151,36.0,471.1,79.0
21973_2#129,"Scaffold: Velvet + Improvement",6394499,32,199828.09,838548,412356,6,408614,7,279489,9,242125,12,170603,15,305,32,147,2128152,2124238,3914,2128152,,321350952,320759938,318007154,151,151,36.1,464.8,80.7
21973_2#130,"Scaffold: Velvet + Improvement",6396383,31,206334.94,835978,544643,5,470421,6,448208,8,361668,9,181503,11,305,31,0,2302264,2297914,4350,2302264,,347641864,346985014,344074598,151,151,36.1,468.0,78.7
21973_2#131,"Scaffold: Velvet + Improvement",6395454,31,206304.97,837418,412190,6,357281,8,275533,10,240359,12,172762,15,305,31,8,2314686,2310403,4283,2314686,,349517586,348870853,346019217,151,151,36.2,464.0,79.2
21973_2#132,"Scaffold: Velvet + Improvement",6395368,33,193799.03,661772,489810,6,305730,8,266307,10,212087,13,171131,16,305,33,63,2139156,2134718,4438,2139156,,323012556,322342418,319598231,151,151,36.1,466.5,76.2
21973_2#133,"Scaffold: Velvet + Improvement",6392655,28,228309.11,838548,477976,5,448034,7,272610,9,241870,11,141389,15,302,28,122,2024192,2020128,4064,2024192,,305652992,305039328,302471331,151,151,36.1,463.7,80.7
21973_2#134,"Scaffold: Velvet + Improvement",6395142,33,193792.18,836169,552959,5,517686,6,452026,8,353039,9,181503,12,305,33,92,1952152,1948618,3534,1952152,,294774952,294241318,291783735,151,151,36.1,472.4,78.5
21973_2#135,"Scaffold: Velvet + Improvement",6395070,34,188090.29,1303073,552265,4,452105,6,408589,7,251810,9,211631,12,308,34,396,1813458,1809549,3909,1813458,,273832158,273241899,270807741,151,151,36.0,473.0,80.1
21973_2#136,"Scaffold: Velvet + Improvement",6396085,33,193820.76,837432,517686,5,419009,6,408515,8,266647,10,170643,13,303,33,840,1689222,1685880,3342,1689222,,255072522,254567880,252238802,151,151,36.1,474.0,88.9
21973_2#137,"Scaffold: Velvet + Improvement",6395832,29,220545.93,1327816,593237,4,478182,5,452094,6,408564,8,251810,10,305,29,212,2108340,2104486,3854,2108340,,318359340,317777386,315164291,151,151,36.1,466.8,79.6
21973_2#138,"Scaffold: Velvet + Improvement",6396490,23,278108.26,838242,553333,5,452074,6,343352,8,272759,10,239948,13,308,23,15,2237252,2232453,4799,2237252,,337825052,337100403,333951664,151,151,36.0,474.8,87.0
21973_2#139,"Scaffold: Velvet + Improvement",6395354,28,228405.50,1357965,837408,3,676322,4,525744,5,395090,7,217549,9,305,28,134,2456478,2451774,4704,2456478,,370928178,370217874,366971404,151,151,36.1,464.1,81.9
21973_2#140,"Scaffold: Velvet + Improvement",6394725,29,220507.76,865024,515167,5,448122,7,413816,8,266307,10,170627,13,308,29,0,2164042,2158891,5151,2164042,,326770342,325992541,322710068,151,151,35.8,480.9,82.4
21973_2#141,"Scaffold: Velvet + Improvement",6394871,29,220512.79,970434,478033,5,452046,6,392830,8,348543,10,272759,12,305,29,134,2342878,2338477,4401,2342878,,353774578,353110027,350437246,151,151,36.3,449.9,78.3
21973_2#142,"Scaffold: Velvet + Improvement",6394512,38,168276.63,838357,452036,5,307267,7,272654,9,241876,12,135952,15,305,38,187,1957418,1952966,4452,1957418,,295570118,294897866,292133560,151,151,36.0,469.8,82.3
21973_2#143,"Scaffold: Velvet + Improvement",6394464,27,236832.00,843872,517556,5,478462,6,411938,8,272654,9,251810,12,305,27,1,1953170,1948772,4398,1953170,,294928670,294264572,291547379,151,151,36.0,464.3,78.8
21973_2#144,"Scaffold: Velvet + Improvement",6396418,33,193830.85,837408,517655,5,451745,7,414005,8,255092,10,241833,12,308,33,210,1805608,1801928,3680,1805608,,272646808,272091128,270082433,151,151,36.3,446.4,76.3
